"Carimbo de data/hora","1 - Qual sua idade?","2 - Qual o seu meio principal de informação?","3 - Como está sua rotina? ","4 - Tem usado quais utensílios de prevenção indicados contra o coronavírus?","5 - É a favor do isolamento social para contenção do vírus ? ","6 - Como você está se sentindo neste momento de pandemia?","7 - Qual(is) sua(s) ocupação(ões)?","8 - É/São em um serviço considerado essencial?","9 - Qual sua renda mensal per capita antes da pandemia do Coronavírus?","10 - Você teve a redução desta renda durante a pandemia?"
"2020/04/29 7:01:32 PM GMT-3","19","TV, sites oficiais de notícia, rádios","Em isolamento total","Máscaras;Álcool em gel;Sabão","Sim","Depressivo","Estudante","Não se aplica","Até R$ 522,50;","Não"
"2020/04/29 7:12:06 PM GMT-3","25","Redes sociais, amigos, familiares, grupos de whats.","Em isolamento total","Máscaras;Álcool em gel;Sabão","Sim","Ansioso","Estudante;Autônomo","Não","De R$ 1045,00 a R$ 3135,00;","Sim, pouco (menos da metade)"
"2020/04/29 7:27:43 PM GMT-3","55","Redes sociais, amigos, familiares, grupos de whats.","Normal, saindo para estudo/trabalho presencial","Máscaras;Luvas;Álcool em gel;Sabão","Sim","Depressivo","CLT","Sim","De R$ 522,50 a R$ 1045,00;","Sim, pouco (menos da metade)"
"2020/04/29 7:43:01 PM GMT-3","22","TV, sites oficiais de notícia, rádios","Saindo para outras atividades","Sabão","Sim","Ansioso","Estudante;Desempregado","Não se aplica","Até R$ 522,50;","Não"
"2020/04/29 8:38:01 PM GMT-3","35","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Preocupado","Agricultora","Sim","De R$ 522,50 a R$ 1045,00;","Não"
"2020/04/29 9:18:47 PM GMT-3","Nova hartz","TV, sites oficiais de notícia, rádios","Normal, saindo para estudo/trabalho presencial","Máscaras;Álcool em gel;Sabão","Sim","Preocupado","Industriario","Sim","De R$ 1045,00 a R$ 3135,00;","Não"
"2020/04/29 9:27:46 PM GMT-3","36","Redes sociais, amigos, familiares, grupos de whats.","Normal, saindo para estudo/trabalho presencial","Máscaras;Luvas;Álcool em gel;Sabão","Sim","Preocupado","CLT","Sim","Acima de R$ 3135,00;","Não"
"2020/04/29 10:18:56 PM GMT-3","32","Trabalho/estudo na área da saúde","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Depressivo","Estudante;Servidor/funcionário público","Sim","De R$ 1045,00 a R$ 3135,00;","Não"
"2020/04/29 10:35:58 PM GMT-3","23","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Ansioso;Depressivo;Preocupado","Estudante","Sim","Até R$ 522,50;","Não"
"2020/04/29 11:33:39 PM GMT-3","37","TV, sites oficiais de notícia, rádios","Normal, saindo para estudo/trabalho presencial","Máscaras;Álcool em gel;Sabão","Sim","Ansioso;Preocupado","Servidor/funcionário público","Sim","Acima de R$ 3135,00;","Não"
"2020/04/29 11:59:18 PM GMT-3","20","Redes sociais, amigos, familiares, grupos de whats.","Saindo só quando é inevitável","Álcool em gel","Sim","Preocupado","Estudante","Não","Até R$ 522,50;","Sim, muito (mais da metade)"
"2020/04/30 3:00:19 AM GMT-3","24","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Ansioso;Depressivo","Estudante;Autônomo","Não","Acima de R$ 3135,00;","Sim, muito (mais da metade)"
"2020/04/30 5:55:17 AM GMT-3","19 anos","Redes sociais, amigos, familiares, grupos de whats.","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Normal;Ansioso;Depressivo;Preocupado","Estudante","Não se aplica","De R$ 522,50 a R$ 1045,00;","Sim, pouco (menos da metade)"
"2020/04/30 9:10:41 AM GMT-3","21","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Normal;Ansioso","Estudante","Não se aplica","De R$ 1045,00 a R$ 3135,00;","Sim, pouco (menos da metade)"
"2020/04/30 9:53:39 AM GMT-3","33","Redes sociais, amigos, familiares, grupos de whats.","Normal, saindo para estudo/trabalho presencial","Máscaras;Álcool em gel;Sabão","Sim","Preocupado","Estudante;Servidor/funcionário público","Sim","Acima de R$ 3135,00;","Não"
"2020/04/30 9:54:02 AM GMT-3","22","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Não","Preocupado","Estudante","Não se aplica","Até R$ 522,50;","Sim, muito (mais da metade)"
"2020/04/30 9:54:33 AM GMT-3","20","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Preocupado","Estudante","Não se aplica","Acima de R$ 3135,00;","Não"
"2020/04/30 9:54:52 AM GMT-3","20 ","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Normal","Estudante","Não se aplica","Até R$ 522,50;","Não"
"2020/04/30 9:55:03 AM GMT-3","29","Trabalho/estudo na área da saúde","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Ansioso;Preocupado","Estudante","Não","De R$ 1045,00 a R$ 3135,00;","Não"
"2020/04/30 9:55:20 AM GMT-3","42","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Ansioso","Estudante;Servidor/funcionário público","Não se aplica","De R$ 1045,00 a R$ 3135,00;","Não"
"2020/04/30 9:55:20 AM GMT-3","19","Trabalho/estudo na área da saúde","Normal, saindo para estudo/trabalho presencial","Máscaras;Luvas;Álcool em gel;Sabão","Sim","Ansioso;Preocupado","Estudante;Estagiário","Sim","De R$ 1045,00 a R$ 3135,00;","Não"
"2020/04/30 9:55:27 AM GMT-3","25","Trabalho/estudo na área da saúde","Normal, saindo para estudo/trabalho presencial","Máscaras;Álcool em gel;Sabão","Sim","Preocupado","Estudante;Estagiária no HCPA","Sim","De R$ 522,50 a R$ 1045,00;","Sim, pouco (menos da metade)"
"2020/04/30 9:55:34 AM GMT-3","22","Trabalho/estudo na área da saúde","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Preocupado","Estudante","Não se aplica","De R$ 1045,00 a R$ 3135,00;","Não"
"2020/04/30 9:55:51 AM GMT-3","20 ","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Normal","Estudante","Não se aplica","Até R$ 522,50;","Não"
"2020/04/30 9:56:33 AM GMT-3","22","Redes sociais, amigos, familiares, grupos de whats.","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Ansioso;Depressivo;Preocupado","Estudante","Sim","Até R$ 522,50;","Não"
"2020/04/30 9:56:57 AM GMT-3","31","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Ansioso","Estudante;Desempregado","Não","De R$ 522,50 a R$ 1045,00;","Sim, pouco (menos da metade)"
"2020/04/30 9:57:28 AM GMT-3","21","Trabalho/estudo na área da saúde","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Ansioso;Depressivo;Preocupado","Estudante","Não se aplica","Até R$ 522,50;","Não"
"2020/04/30 9:59:05 AM GMT-3","22","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Normal","Estudante","Não se aplica","Acima de R$ 3135,00;","Sim, pouco (menos da metade)"
"2020/04/30 9:59:09 AM GMT-3","20","TV, sites oficiais de notícia, rádios","Em isolamento total","Máscaras;Luvas;Álcool em gel;Sabão","Sim","Ansioso;Preocupado","Estudante","Não se aplica","De R$ 1045,00 a R$ 3135,00;","Sim, pouco (menos da metade)"
"2020/04/30 9:59:46 AM GMT-3","Canoas ","TV, sites oficiais de notícia, rádios","Normal, saindo para estudo/trabalho presencial","Máscaras;Álcool em gel;Sabão","Sim","Preocupado","Estudante;Servidor/funcionário público","Sim","De R$ 1045,00 a R$ 3135,00;","Sim, muito (mais da metade)"
"2020/04/30 10:00:26 AM GMT-3","22","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Luvas;Álcool em gel;Sabão","Sim","Depressivo","Estudante","Não se aplica","De R$ 522,50 a R$ 1045,00;","Sim, pouco (menos da metade)"
"2020/04/30 10:00:32 AM GMT-3","26","Trabalho/estudo na área da saúde","Normal, saindo para estudo/trabalho presencial","Máscaras;Álcool em gel;Sabão","Sim","Preocupado","Estudante;Estagiário ","Sim","De R$ 522,50 a R$ 1045,00;","Sim, muito (mais da metade)"
"2020/04/30 10:01:22 AM GMT-3","21","Redes sociais, amigos, familiares, grupos de whats.","Saindo só quando é inevitável","Máscaras;Álcool em gel","Sim","Ansioso;Depressivo;Preocupado","Estudante;Autônomo","Não","De R$ 1045,00 a R$ 3135,00;","Sim, muito (mais da metade)"
"2020/04/30 10:03:11 AM GMT-3","22","Redes sociais, amigos, familiares, grupos de whats.","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Ansioso","Estudante","Sim","De R$ 522,50 a R$ 1045,00;","Não"
"2020/04/30 10:04:16 AM GMT-3","25","Redes sociais, amigos, familiares, grupos de whats.","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Normal","Estudante","Não se aplica","De R$ 1045,00 a R$ 3135,00;","Sim, muito (mais da metade)"
"2020/04/30 10:04:52 AM GMT-3","20","Redes sociais, amigos, familiares, grupos de whats.","Em isolamento total","Máscaras;Álcool em gel;Sabão","Sim","Depressivo;Preocupado","Estudante;Desempregado","Não se aplica","De R$ 522,50 a R$ 1045,00;","Não"
"2020/04/30 10:05:39 AM GMT-3","23","TV, sites oficiais de notícia, rádios","Em isolamento total","Máscaras;Álcool em gel;Sabão","Sim","Preocupado","Estudante;Autônomo","Não","De R$ 1045,00 a R$ 3135,00;","Sim, muito (mais da metade)"
"2020/04/30 10:08:44 AM GMT-3","19 anos","Trabalho/estudo na área da saúde","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Depressivo","Estudante;Desempregado","Não","Até R$ 522,50;","Não"
"2020/04/30 10:11:49 AM GMT-3","20","Trabalho/estudo na área da saúde","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Ansioso","Estudante","Não","Acima de R$ 3135,00;","Não"
"2020/04/30 10:12:57 AM GMT-3","33","Redes sociais, amigos, familiares, grupos de whats.","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Preocupado","Estudante;CLT;Servidor/funcionário público","Sim","Acima de R$ 3135,00;","Não"
"2020/04/30 10:13:36 AM GMT-3","21","TV, sites oficiais de notícia, rádios","Em isolamento total","Máscaras;Álcool em gel;Sabão","Sim","Normal","Estudante","Não se aplica","De R$ 522,50 a R$ 1045,00;","Sim, muito (mais da metade)"
"2020/04/30 10:15:19 AM GMT-3","19","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Ansioso;Depressivo;Preocupado","Estudante;Desempregado","Não se aplica","Até R$ 522,50;","Sim, muito (mais da metade)"
"2020/04/30 10:20:50 AM GMT-3","23","Trabalho/estudo na área da saúde","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Ansioso","Estudante","Não","De R$ 1045,00 a R$ 3135,00;","Sim, pouco (menos da metade)"
"2020/04/30 10:21:27 AM GMT-3","23","Redes sociais, amigos, familiares, grupos de whats.","Em isolamento total","Máscaras;Luvas;Álcool em gel;Sabão","Sim","Ansioso","Estudante","Não","Até R$ 522,50;","Não"
"2020/04/30 10:25:41 AM GMT-3","25","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Álcool em gel;Sabão","Sim","Ansioso;Preocupado","Estudante","Não","Até R$ 522,50;","Sim, muito (mais da metade)"
"2020/04/30 10:27:21 AM GMT-3","21","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Ansioso","Estudante","Não","Acima de R$ 3135,00;","Sim, pouco (menos da metade)"
"2020/04/30 10:28:27 AM GMT-3","37","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Luvas;Álcool em gel;Sabão","Sim","Ansioso;Depressivo;Preocupado","Estudante;Autônomo","Não","De R$ 1045,00 a R$ 3135,00;","Sim, muito (mais da metade)"
"2020/04/30 10:37:28 AM GMT-3","28","TV, sites oficiais de notícia, rádios","Saindo para outras atividades","Máscaras;Álcool em gel;Sabão","Não","Ansioso;Depressivo;Preocupado","Estudante;Desempregado","Não se aplica","De R$ 522,50 a R$ 1045,00;","Sim, muito (mais da metade)"
"2020/04/30 10:40:16 AM GMT-3","25 ","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Ansioso","Estudante","Não se aplica","De R$ 1045,00 a R$ 3135,00;","Não"
"2020/04/30 10:41:53 AM GMT-3","20 anos","Redes sociais, amigos, familiares, grupos de whats.","Saindo só quando é inevitável","Máscaras;Álcool em gel;Nenhum, não tive acesso","Sim","Ansioso","Estudante","Não","De R$ 522,50 a R$ 1045,00;","Sim, muito (mais da metade)"
"2020/04/30 10:43:10 AM GMT-3","19","TV, sites oficiais de notícia, rádios","Saindo para outras atividades","Máscaras;Álcool em gel;Sabão","Sim","Ansioso;Preocupado","Estudante","Não se aplica","Até R$ 522,50;","Não"
"2020/04/30 10:45:02 AM GMT-3","25 anos","Trabalho/estudo na área da saúde","Normal, saindo para estudo/trabalho presencial","Máscaras;Álcool em gel;Sabão","Sim","Ansioso","CLT","Sim","De R$ 1045,00 a R$ 3135,00;","Não"
"2020/04/30 10:45:41 AM GMT-3","25","Redes sociais, amigos, familiares, grupos de whats.","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Normal","Estudante","Sim","De R$ 1045,00 a R$ 3135,00;","Sim, pouco (menos da metade)"
"2020/04/30 10:45:53 AM GMT-3","22","Trabalho/estudo na área da saúde","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Depressivo","Estudante","Não se aplica","De R$ 1045,00 a R$ 3135,00;","Sim, pouco (menos da metade)"
"2020/04/30 10:46:23 AM GMT-3","25","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Preocupado","Estudante","Não se aplica","Até R$ 522,50;","Não"
"2020/04/30 10:48:00 AM GMT-3","24","Redes sociais, amigos, familiares, grupos de whats.","Saindo só quando é inevitável","Máscaras;Álcool em gel","Sim","Ansioso;Depressivo;Preocupado","Estudante","Não se aplica","Até R$ 522,50;","Não"
"2020/04/30 10:49:29 AM GMT-3","20","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Ansioso;Preocupado","Estudante;Aluno de iniciação científica.","Sim","Até R$ 522,50;","Não"
"2020/04/30 10:55:17 AM GMT-3","21","Trabalho/estudo na área da saúde","Em isolamento total","Máscaras;Álcool em gel;Sabão","Sim","Ansioso;Preocupado","Estudante","Não se aplica","Acima de R$ 3135,00;","Não"
"2020/04/30 10:55:49 AM GMT-3","21","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Ansioso;Preocupado","Estudante","Não se aplica","De R$ 522,50 a R$ 1045,00;","Não"
"2020/04/30 10:56:39 AM GMT-3","22 anos","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Ansioso;Depressivo;Preocupado","Estudante","Não","De R$ 1045,00 a R$ 3135,00;","Sim, pouco (menos da metade)"
"2020/04/30 10:59:26 AM GMT-3","21","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Álcool em gel;Nenhum, não tive acesso","Sim","Ansioso;Depressivo;Preocupado","Estudante;Autônomo","Não","Até R$ 522,50;","Sim, muito (mais da metade)"
"2020/04/30 10:59:31 AM GMT-3","22","Trabalho/estudo na área da saúde","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Ansioso;Depressivo","Estudante","Não se aplica","Até R$ 522,50;","Não"
"2020/04/30 10:59:52 AM GMT-3","36","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Ansioso","Estudante","Sim","De R$ 1045,00 a R$ 3135,00;","Sim, pouco (menos da metade)"
"2020/04/30 11:00:08 AM GMT-3","24","Trabalho/estudo na área da saúde","Em isolamento total","Máscaras;Álcool em gel;Sabão","Sim","Ansioso;Depressivo;Preocupado","Estudante;Estagiária ","Sim","De R$ 522,50 a R$ 1045,00;","Não"
"2020/04/30 11:01:25 AM GMT-3","24","Trabalho/estudo na área da saúde","Normal, saindo para estudo/trabalho presencial","Máscaras;Álcool em gel;Sabão","Sim","Ansioso;Preocupado","Estudante;estágiário","Sim","De R$ 522,50 a R$ 1045,00;","Sim, pouco (menos da metade)"
"2020/04/30 11:01:33 AM GMT-3","21","Redes sociais, amigos, familiares, grupos de whats.","Saindo só quando é inevitável","Máscaras;Luvas;Álcool em gel;Sabão","Sim","Ansioso;Preocupado","Estudante","Sim","De R$ 1045,00 a R$ 3135,00;","Sim, pouco (menos da metade)"
"2020/04/30 11:02:32 AM GMT-3","25","Trabalho/estudo na área da saúde","Normal, saindo para estudo/trabalho presencial","Máscaras;Álcool em gel","Sim","Ansioso;Depressivo;Preocupado","Estudante;Servidor/funcionário público","Sim","De R$ 1045,00 a R$ 3135,00;","Sim, pouco (menos da metade)"
"2020/04/30 11:02:40 AM GMT-3","18","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Luvas;Álcool em gel;Sabão","Sim","Ansioso","Estudante","Não se aplica","De R$ 1045,00 a R$ 3135,00;","Sim, pouco (menos da metade)"
"2020/04/30 11:02:55 AM GMT-3","21","Redes sociais, amigos, familiares, grupos de whats.","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Normal;Ansioso;Preocupado","Estudante;Desempregado","Não se aplica","De R$ 522,50 a R$ 1045,00;","Sim, pouco (menos da metade)"
"2020/04/30 11:03:29 AM GMT-3","22","Redes sociais, amigos, familiares, grupos de whats.","Normal, saindo para estudo/trabalho presencial","Máscaras;Álcool em gel;Sabão","Sim","Preocupado","Estagiário","Sim","De R$ 522,50 a R$ 1045,00;","Não"
"2020/04/30 11:03:40 AM GMT-3","25","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Preocupado","Estudante","Não","De R$ 1045,00 a R$ 3135,00;","Não"
"2020/04/30 11:03:51 AM GMT-3","57","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Preocupado","Estudante;Autônomo","Sim","De R$ 1045,00 a R$ 3135,00;","Sim, muito (mais da metade)"
"2020/04/30 11:04:08 AM GMT-3","20","Redes sociais, amigos, familiares, grupos de whats.","Em isolamento total","Máscaras;Álcool em gel;Sabão","Sim","Depressivo;Preocupado","Estudante;Desempregado","Não se aplica","De R$ 522,50 a R$ 1045,00;","Não"
"2020/04/30 11:04:21 AM GMT-3","19","Redes sociais, amigos, familiares, grupos de whats.","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Normal;Ansioso","Estudante","Não","De R$ 1045,00 a R$ 3135,00;","Não"
"2020/04/30 11:04:33 AM GMT-3","23 anos ","TV, sites oficiais de notícia, rádios","Em isolamento total","Máscaras;Álcool em gel;Sabão","Sim","Normal;Ansioso","Autônomo;Desempregado","Sim","De R$ 522,50 a R$ 1045,00;","Sim, pouco (menos da metade)"
"2020/04/30 11:04:36 AM GMT-3","24","Redes sociais, amigos, familiares, grupos de whats.","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Preocupado","Estudante;Desempregado","Não se aplica","Até R$ 522,50;","Não"
"2020/04/30 11:05:46 AM GMT-3","24","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Normal","Estudante;Autônomo","Não","De R$ 1045,00 a R$ 3135,00;","Sim, pouco (menos da metade)"
"2020/04/30 11:06:28 AM GMT-3","21","Redes sociais, amigos, familiares, grupos de whats.","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Ansioso","Estudante","Não se aplica","De R$ 522,50 a R$ 1045,00;","Não"
"2020/04/30 11:08:00 AM GMT-3","21","Redes sociais, amigos, familiares, grupos de whats.","Saindo para outras atividades","Máscaras;Álcool em gel;Sabão","Não","Normal","Estudante","Não se aplica","De R$ 1045,00 a R$ 3135,00;","Sim, pouco (menos da metade)"
"2020/04/30 11:08:12 AM GMT-3","23","Redes sociais, amigos, familiares, grupos de whats.","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Ansioso;Preocupado","Estudante","Sim","De R$ 1045,00 a R$ 3135,00;","Não"
"2020/04/30 11:09:43 AM GMT-3","34","Trabalho/estudo na área da saúde","Normal, saindo para estudo/trabalho presencial","Máscaras;Álcool em gel;Sabão","Sim","Ansioso;Preocupado","Estudante;Servidor/funcionário público","Sim","De R$ 1045,00 a R$ 3135,00;","Não"
"2020/04/30 11:10:33 AM GMT-3","25","Trabalho/estudo na área da saúde","Em isolamento total","Máscaras;Álcool em gel;Sabão","Sim","Ansioso","Estudante","Não se aplica","De R$ 522,50 a R$ 1045,00;","Não"
"2020/04/30 11:12:40 AM GMT-3","29","TV, sites oficiais de notícia, rádios","Em isolamento total","Máscaras;Luvas;Álcool em gel;Sabão","Sim","Normal","Estudante;Desempregado","Não se aplica","Até R$ 522,50;","Não"
"2020/04/30 11:12:51 AM GMT-3","25","TV, sites oficiais de notícia, rádios","Saindo para outras atividades","Álcool em gel;Sabão","Sim","Ansioso;Depressivo;Preocupado","Estudante;Desempregado","Não se aplica","Até R$ 522,50;","Sim, muito (mais da metade)"
"2020/04/30 11:12:56 AM GMT-3","39","Trabalho/estudo na área da saúde","Em isolamento total","Máscaras;Álcool em gel;Sabão","Sim","Ansioso","Estudante","Não se aplica","Acima de R$ 3135,00;","Não"
"2020/04/30 11:14:45 AM GMT-3","28","TV, sites oficiais de notícia, rádios","Normal, saindo para estudo/trabalho presencial","Máscaras;Álcool em gel;Sabão","Sim","Normal","CLT","Sim","De R$ 1045,00 a R$ 3135,00;","Não"
"2020/04/30 11:15:00 AM GMT-3","22","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Ansioso;Preocupado","Estudante","Não","Até R$ 522,50;","Sim, pouco (menos da metade)"
"2020/04/30 11:15:39 AM GMT-3","26","Trabalho/estudo na área da saúde","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Ansioso","Estudante;CLT","Não","De R$ 1045,00 a R$ 3135,00;","Não"
"2020/04/30 11:16:31 AM GMT-3","20","Trabalho/estudo na área da saúde","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Ansioso;Preocupado","Estudante","Sim","De R$ 522,50 a R$ 1045,00;","Sim, pouco (menos da metade)"
"2020/04/30 11:17:31 AM GMT-3","19","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Ansioso","Estudante","Não se aplica","De R$ 522,50 a R$ 1045,00;","Sim, pouco (menos da metade)"
"2020/04/30 11:18:07 AM GMT-3","23","Trabalho/estudo na área da saúde","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Ansioso;Preocupado","Estudante;Estagiário","Sim","De R$ 522,50 a R$ 1045,00;","Não"
"2020/04/30 11:19:58 AM GMT-3","25","TV, sites oficiais de notícia, rádios","Normal, saindo para estudo/trabalho presencial","Máscaras;Álcool em gel;Sabão","Sim","Ansioso;Depressivo","Estudante;CLT","Sim","De R$ 522,50 a R$ 1045,00;","Não"
"2020/04/30 11:22:20 AM GMT-3","20","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Ansioso;Depressivo;Preocupado","Estudante","Não se aplica","Até R$ 522,50;","Sim, pouco (menos da metade)"
"2020/04/30 11:23:23 AM GMT-3","19","TV, sites oficiais de notícia, rádios","Normal, saindo para estudo/trabalho presencial","Máscaras;Álcool em gel;Sabão","Sim","Preocupado","Estudante","Não","De R$ 522,50 a R$ 1045,00;","Não"
"2020/04/30 11:25:11 AM GMT-3","30","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Ansioso","Estudante","Não","De R$ 1045,00 a R$ 3135,00;","Não"
"2020/04/30 11:29:34 AM GMT-3","20","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Ansioso;Depressivo;Preocupado","Estudante","Não","Acima de R$ 3135,00;","Não"
"2020/04/30 11:31:24 AM GMT-3","19","Redes sociais, amigos, familiares, grupos de whats.","Saindo só quando é inevitável","Álcool em gel;Sabão","Sim","Ansioso;Depressivo;Preocupado","Estudante","Sim","De R$ 1045,00 a R$ 3135,00;","Não"
"2020/04/30 11:32:32 AM GMT-3","20","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Normal;Ansioso","Estudante","Não","Até R$ 522,50;","Não"
"2020/04/30 11:32:58 AM GMT-3","25","Redes sociais, amigos, familiares, grupos de whats.","Saindo só quando é inevitável","Máscaras;Luvas;Álcool em gel;Sabão","Sim","Normal","Estudante","Não","De R$ 522,50 a R$ 1045,00;","Não"
"2020/04/30 11:33:00 AM GMT-3","47","TV, sites oficiais de notícia, rádios","Saindo para outras atividades","Máscaras;Álcool em gel;Sabão","Sim","Preocupado","CLT","Não","De R$ 1045,00 a R$ 3135,00;","Não"
"2020/04/30 11:33:31 AM GMT-3","19","TV, sites oficiais de notícia, rádios","Em isolamento total","Máscaras;Álcool em gel;Sabão","Sim","Ansioso;Depressivo;Preocupado","Estudante","Não se aplica","De R$ 1045,00 a R$ 3135,00;","Sim, pouco (menos da metade)"
"2020/04/30 11:39:09 AM GMT-3","23","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Ansioso","Estudante","Não se aplica","De R$ 522,50 a R$ 1045,00;","Não"
"2020/04/30 11:44:41 AM GMT-3","19","Redes sociais, amigos, familiares, grupos de whats.","Em isolamento total","Álcool em gel;Sabão","Sim","Preocupado","Estudante","Sim","Até R$ 522,50;","Não"
"2020/04/30 11:45:48 AM GMT-3","28","Trabalho/estudo na área da saúde","Saindo só quando é inevitável","Máscaras;Luvas;Álcool em gel;Sabão","Sim","Ansioso;Preocupado","Estudante","Não se aplica","De R$ 522,50 a R$ 1045,00;","Não"
"2020/04/30 11:49:28 AM GMT-3","23","TV, sites oficiais de notícia, rádios","Em isolamento total","Máscaras;Álcool em gel;Sabão","Sim","Normal","Estudante","Não se aplica","Acima de R$ 3135,00;","Sim, pouco (menos da metade)"
"2020/04/30 11:51:27 AM GMT-3","43","TV, sites oficiais de notícia, rádios","Saindo só quando é inevitável","Máscaras;Álcool em gel;Sabão","Sim","Ansioso","CLT","Não","Acima de R$ 3135,00;","Sim, pouco (menos da metade)"
"2020/04/30 11:52:24 AM GMT-3","48","TV, sites oficiais de notícia, rádios","Normal, saindo para estudo/trabalho presencial","Máscaras;Álcool em gel;Sabão","Sim","Normal","CLT","Sim","Acima de R$ 3135,00;","Sim, pouco (menos da metade)"
